feature,nominated_best_picture,won_best_picture,num_of_awards
keyword=yangtze river,0.041655563,-0.001780611,-0.003503954
keyword=manmade earthquake,-0.004519277,-0.001780611,-0.003503954
keyword=telekinesis,-0.010109217,-0.003983068,-0.007838032
keyword=paintball gun,-0.004519277,-0.001780611,-0.003503954
keyword=monster movie,-0.004519277,-0.001780611,-0.003503954
keyword=brooklyn dodgers,-0.004519277,-0.001780611,-0.003503954
keyword=grizzly bear,-0.004519277,-0.001780611,-0.003503954
keyword=australian outback,0.018834985,-0.00308469,-0.00607017
keyword=premature aging,0.041655563,-0.001780611,0.041355104
keyword=inquisition,-0.004519277,-0.001780611,0.011449065
keyword=evil wizard,0.026261792,-0.002518402,0.016192947
keyword=star appears nude,-0.004519277,-0.001780611,-0.003503954
keyword=laptop computer,-0.004519277,-0.001780611,-0.003503954
keyword=illuminati,-0.006391824,-0.002518402,-0.004955806
keyword=hanukkah,-0.004519277,-0.001780611,-0.003503954
keyword=combat,0.011015234,0.024891418,0.018096647
keyword=white wine,0.041655563,-0.001780611,-0.003503954
keyword=errand,-0.004519277,-0.001780611,-0.003503954
keyword=waco texas,0.041655563,-0.001780611,-0.003503954
keyword=diet pill,-0.004519277,-0.001780611,-0.003503954
keyword=roses,-0.004519277,-0.001780611,-0.003503954
keyword=heavy water,-0.004519277,-0.001780611,-0.003503954
keyword=adult actor playing minor,-0.004519277,-0.001780611,-0.003503954
keyword=collision course,-0.004519277,-0.001780611,-0.003503954
keyword=soviet,-0.006391824,-0.002518402,-0.004955806
keyword=phobia,-0.004519277,-0.001780611,-0.003503954
keyword=irish immigrant,-0.004519277,-0.001780611,-0.003503954
keyword=czar,0.041655563,-0.001780611,0.026402085
keyword=iceberg,-0.004519277,-0.001780611,-0.003503954
keyword=ford mustang,-0.004519277,-0.001780611,-0.003503954
keyword=ice storm,-0.004519277,-0.001780611,-0.003503954
keyword=location in title,-0.006391824,-0.002518402,-0.004955806
keyword=crash survivor,-0.004519277,-0.001780611,-0.003503954
keyword=triple crown,-0.004519277,-0.001780611,-0.003503954
keyword=psychosomatic blindness,-0.004519277,-0.001780611,-0.003503954
keyword=gay cop,-0.004519277,-0.001780611,-0.003503954
keyword=zombie,-0.02218793,-0.008742125,-0.017203084
keyword=shack,-0.004519277,-0.001780611,-0.003503954
keyword=antique shop,-0.004519277,-0.001780611,-0.003503954
keyword=short order cook,-0.004519277,-0.001780611,-0.003503954
keyword=opera,0.048044815,0.030515958,0.044349283
keyword=kgb,-0.006391824,-0.002518402,-0.004955806
keyword=religion,-0.012790875,-0.005039651,-0.009917216
keyword=leatherface,-0.007829091,-0.00308469,-0.00607017
keyword=bird,-0.011075135,-0.004363644,-0.008586942
keyword=head on a stake,-0.004519277,-0.001780611,-0.003503954
keyword=high school senior,-0.009041107,-0.003562229,-0.007009888
keyword=vote,-0.004519277,-0.001780611,-0.003503954
keyword=spreadeagle,-0.004519277,-0.001780611,-0.003503954
keyword=dance craze,-0.004519277,-0.001780611,-0.003503954
keyword=killed in action,0.041655563,-0.001780611,0.071261143
keyword=radio talk show,-0.004519277,-0.001780611,-0.003503954
keyword=japanese american,-0.004519277,-0.001780611,-0.003503954
keyword=summer camp,-0.010109217,-0.003983068,-0.007838032
keyword=spelman college,-0.004519277,-0.001780611,-0.003503954
keyword=power plant,-0.004519277,-0.001780611,-0.003503954
keyword=massachusetts,-0.006391824,-0.002518402,-0.004955806
keyword=poacher,-0.006391824,-0.002518402,-0.004955806
keyword=religion versus science,-0.004519277,-0.001780611,-0.003503954
keyword=estranged wife,-0.007829091,-0.00308469,-0.00607017
keyword=nasa,0.010548579,-0.003983068,-0.007838032
keyword=manager,0.011015234,-0.006174615,0.005133524
keyword=mute,0.018834985,-0.00308469,-0.00607017
keyword=transylvania,-0.006391824,-0.002518402,-0.004955806
keyword=gambler,-0.007829091,-0.00308469,-0.00607017
keyword=faun,-0.004519277,-0.001780611,0.041355104
keyword=lip reading,0.041655563,-0.001780611,0.011449065
keyword=paranoia,0.014924974,0.028389153,0.012572979
keyword=child in danger,-0.006391824,-0.002518402,-0.004955806
keyword=racial tension,0.041655563,-0.001780611,-0.003503954
keyword=pregnant wife,0.041655563,-0.001780611,0.026402085
keyword=teleportation,-0.011075135,-0.004363644,-0.008586942
keyword=asbestos,-0.004519277,-0.001780611,-0.003503954
keyword=jihad,-0.004519277,-0.001780611,-0.003503954
keyword=dictatorship,-0.004519277,-0.001780611,-0.003503954
keyword=lantern,-0.004519277,-0.001780611,-0.003503954
keyword=expose,0.041655563,-0.001780611,-0.003503954
keyword=ampersand in title,0.041655563,-0.001780611,-0.003503954
keyword=pantyhose,-0.010109217,-0.003983068,-0.001148319
keyword=car crash,-0.011963641,-0.004713718,-0.009275832
keyword=car hitting an animal,-0.004519277,-0.001780611,-0.003503954
keyword=narnia,-0.004519277,-0.001780611,-0.003503954
keyword=sistine chapel,-0.004519277,-0.001780611,-0.003503954
keyword=catering,-0.006391824,-0.002518402,-0.004955806
keyword=male nudity,-0.015096769,-0.011584474,-0.008898822
keyword=physical flexability,-0.004519277,-0.001780611,-0.003503954
keyword=black humor,-0.007829091,-0.00308469,-0.00607017
keyword=lunchbox,-0.004519277,-0.001780611,-0.003503954
keyword=humanoid robot,-0.004519277,-0.001780611,-0.003503954
keyword=competition dancing,-0.004519277,-0.001780611,-0.003503954
keyword=multiple personality,-0.006391824,-0.002518402,-0.004955806
keyword=female villain,-0.004519277,-0.001780611,-0.003503954
keyword=face slap,-0.010109217,-0.003983068,-0.001148319
keyword=body,-0.004519277,-0.001780611,-0.003503954
keyword=fantasy sequence,-0.006391824,-0.002518402,-0.004955806
keyword=health insurance,-0.004519277,-0.001780611,-0.003503954
keyword=real life father and son playing father and son,-0.004519277,-0.001780611,-0.003503954
keyword=labor,0.018834985,-0.00308469,0.011199341
keyword=ellipsis in title,-0.006391824,-0.002518402,-0.004955806
keyword=meth,-0.006391824,-0.002518402,-0.004955806
keyword=bolshevik,0.041655563,-0.001780611,0.071261143
keyword=roman legion,-0.004519277,-0.001780611,-0.003503954
keyword=fifa,-0.004519277,-0.001780611,-0.003503954
keyword=cartoon mouse,0.041655563,-0.001780611,0.011449065
keyword=new neighbor,-0.004519277,-0.001780611,-0.003503954
keyword=ninja,-0.011963641,-0.004713718,-0.009275832
keyword=american abroad,-0.004519277,-0.001780611,-0.003503954
keyword=house construction,-0.004519277,-0.001780611,-0.003503954
keyword=heart surgeon,-0.004519277,-0.001780611,-0.003503954
keyword=dorian gray,-0.004519277,-0.001780611,-0.003503954
keyword=destroyed building,-0.004519277,-0.001780611,-0.003503954
keyword=fired from a job,-0.009041107,-0.003562229,-0.007009888
keyword=regaining sight,-0.004519277,-0.001780611,-0.003503954
keyword=tramp,-0.004519277,-0.001780611,-0.003503954
keyword=sydney australia,-0.004519277,-0.001780611,-0.003503954
keyword=detective sergeant,-0.004519277,-0.001780611,-0.003503954
keyword=secret headquarters,-0.006391824,-0.002518402,-0.004955806
keyword=fisherman,0.010548579,-0.003983068,-0.001148319
keyword=twin,-0.018661581,-0.007352731,-0.014468981
keyword=allies,0.060240719,0.103972556,0.105169439
keyword=newscaster,-0.006391824,-0.002518402,-0.004955806
keyword=predator,-0.007829091,-0.00308469,-0.00607017
keyword=ballroom dancing,-0.004519277,-0.001780611,-0.003503954
keyword=pot,-0.004519277,-0.001780611,-0.003503954
keyword=falling into a hole,-0.004519277,-0.001780611,-0.003503954
keyword=sail,-0.004519277,-0.001780611,-0.003503954
keyword=pod,-0.004519277,-0.001780611,-0.003503954
keyword=spacecraft,0.005498673,-0.004713718,0.030308501
keyword=usmc,-0.004519277,-0.001780611,-0.003503954
keyword=found money,-0.004519277,-0.001780611,-0.003503954
keyword=oz,-0.007829091,-0.00308469,-0.00607017
keyword=brother in law,-0.004519277,-0.001780611,-0.003503954
keyword=verona italy,-0.004519277,-0.001780611,-0.003503954
keyword=tied up,-0.006391824,-0.002518402,-0.004955806
keyword=italian american,0.018834985,-0.00308469,0.019834097
keyword=diarrhea,-0.004519277,-0.001780611,-0.003503954
keyword=native american,0.037146777,0.050205163,0.037861843
keyword=41st century,-0.004519277,-0.001780611,-0.003503954
keyword=attraction,-0.004519277,-0.001780611,-0.003503954
keyword=female rear nudity,-0.004574441,-0.006670605,-0.013126669
keyword=unpaid bill,-0.004519277,-0.001780611,-0.003503954
keyword=exodus,-0.006391824,-0.002518402,-0.004955806
keyword=man slaps a woman,-0.004519277,-0.001780611,-0.003503954
keyword=blizzard,-0.007829091,-0.00308469,0.002564586
keyword=watchman,-0.004519277,-0.001780611,-0.003503954
keyword=premonition,-0.007829091,-0.00308469,-0.00607017
keyword=red panties,-0.006391824,-0.002518402,-0.004955806
keyword=friendly ghost,-0.004519277,-0.001780611,-0.003503954
keyword=diversion,-0.004519277,-0.001780611,-0.003503954
keyword=gun fu,-0.006391824,-0.002518402,-0.004955806
keyword=local blockbuster,-0.004519277,-0.001780611,-0.003503954
keyword=tire iron,-0.004519277,-0.001780611,-0.003503954
keyword=professor,0.014271824,0.008510957,0.032027661
keyword=western u.s.,-0.004519277,-0.001780611,-0.003503954
keyword=midget,-0.004519277,-0.001780611,-0.003503954
keyword=mission,-0.014632352,-0.009275055,-0.015367024
keyword=twist of fate,-0.004519277,-0.001780611,-0.003503954
keyword=based on ed gein,-0.004519277,-0.001780611,-0.003503954
keyword=reference to craigslist,-0.004519277,-0.001780611,-0.003503954
keyword=good cop bad cop,-0.004519277,-0.001780611,-0.003503954
keyword=evil businessman,-0.004519277,-0.001780611,-0.003503954
keyword=trap,-0.011963641,-0.004713718,-0.009275832
keyword=ashes,-0.004519277,-0.001780611,-0.003503954
keyword=breast enlargement,-0.004519277,-0.001780611,-0.003503954
keyword=stage magician,-0.006391824,-0.002518402,-0.004955806
keyword=curiosity,0.041655563,-0.001780611,-0.003503954
keyword=police surveillance,-0.006391824,-0.002518402,-0.004955806
keyword=state dinner,-0.004519277,-0.001780611,-0.003503954
keyword=reunion island,-0.004519277,-0.001780611,-0.003503954
keyword=shrinking,-0.009041107,-0.003562229,0.007947355
keyword=animated credits,-0.004519277,-0.001780611,-0.003503954
keyword=based on anime,-0.004519277,-0.001780611,-0.003503954
keyword=melting woman,-0.004519277,-0.001780611,-0.003503954
keyword=male actor playing a female character,-0.004519277,-0.001780611,0.011449065
keyword=wearing a traffic cone as a hat,-0.004519277,-0.001780611,-0.003503954
keyword=obese man,-0.004519277,-0.001780611,-0.003503954
keyword=suicidal thoughts,0.041655563,0.105723803,0.056308124
keyword=guantanamo,0.026261792,-0.002518402,-0.004955806
keyword=one man show,-0.004519277,-0.001780611,-0.003503954
keyword=lancelot,-0.004519277,-0.001780611,-0.003503954
keyword=gigolo,-0.007829091,-0.00308469,-0.00607017
keyword=strip club,-0.011075135,-0.004363644,-0.008586942
keyword=classified ad,-0.004519277,-0.001780611,-0.003503954
keyword=2020s,-0.004519277,-0.001780611,-0.003503954
keyword=syracuse university,-0.004519277,-0.001780611,-0.003503954
keyword=security guard,-0.013568051,-0.005345861,-0.010519787
keyword=nude sunbathing,-0.004519277,-0.001780611,-0.003503954
keyword=cross,-0.006391824,-0.002518402,-0.004955806
keyword=the little prince,-0.004519277,-0.001780611,-0.003503954
keyword=female underarm hair,-0.004519277,-0.001780611,-0.003503954
keyword=medicis,-0.004519277,-0.001780611,-0.003503954
keyword=repossession,-0.006391824,-0.002518402,-0.004955806
keyword=warlock,-0.006391824,-0.002518402,-0.004955806
keyword=shoot out,-0.004519277,-0.001780611,-0.003503954
keyword=medical ethics,-0.004519277,-0.001780611,-0.003503954
keyword=organized crime,0.014924974,0.06241387,0.026770691
keyword=champagne bottle,-0.004519277,-0.001780611,-0.003503954
keyword=injury,0.026261792,-0.002518402,-0.004955806
keyword=reference to nicki minaj,-0.004519277,-0.001780611,-0.003503954
keyword=king henry ii,0.058915408,-0.002518402,0.037341701
keyword=league,-0.004519277,-0.001780611,-0.003503954
keyword=tropical,-0.004519277,-0.001780611,-0.003503954
keyword=audition,0.014924974,0.028389153,0.026770691
keyword=imperialism,-0.004519277,-0.001780611,-0.003503954
keyword=millennial generation,-0.006391824,-0.002518402,-0.004955806
keyword=female fighter,-0.004519277,-0.001780611,-0.003503954
keyword=sadistic horror,-0.004519277,-0.001780611,-0.003503954
keyword=waves,-0.004519277,-0.001780611,-0.003503954
keyword=zookeeper,-0.004519277,-0.001780611,-0.003503954
keyword=remake by original director,-0.004519277,-0.001780611,-0.003503954
keyword=casino,-0.019732531,-0.007774689,-0.015299326
keyword=ritual sacrifice,-0.004519277,-0.001780611,-0.003503954
keyword=manipulation,-0.010109217,-0.003983068,-0.007838032
keyword=u haul truck,-0.004519277,-0.001780611,-0.003503954
keyword=bare chested boy,-0.006391824,-0.002518402,-0.004955806
keyword=questioning reality,-0.004519277,-0.001780611,0.056308124
keyword=black cat,-0.006391824,-0.002518402,-0.004955806
keyword=15th birthday,-0.004519277,-0.001780611,-0.003503954
keyword=hollywood star,-0.004519277,-0.001780611,-0.003503954
keyword=alaska,-0.01631292,-0.00642735,-0.012647981
keyword=san andreas fault,-0.004519277,-0.001780611,-0.003503954
keyword=zen,-0.004519277,-0.001780611,-0.003503954
keyword=female hero,-0.009041107,-0.003562229,-0.007009888
keyword=trailer park,-0.006391824,-0.002518402,-0.004955806
keyword=returning character killed off,-0.007829091,-0.00308469,-0.00607017
keyword=ballistics,0.041655563,-0.001780611,0.026402085
keyword=school presentation,-0.004519277,-0.001780611,-0.003503954
keyword=medal,-0.004519277,-0.001780611,-0.003503954
keyword=resort,0.014052835,-0.003562229,0.000468733
keyword=vegetable,-0.006391824,-0.002518402,-0.004955806
keyword=whipping,0.014052835,0.050205163,0.015425977
keyword=class differences,-0.007829091,-0.00308469,-0.00607017
keyword=female criminal,-0.004519277,-0.001780611,0.011449065
keyword=american president,0.018834985,-0.00308469,-0.00607017
keyword=tax evasion,-0.004519277,-0.001780611,0.011449065
keyword=fishing boat,0.041655563,-0.001780611,0.011449065
keyword=bra,-0.004519277,-0.001780611,-0.003503954
keyword=mormon,-0.013568051,-0.005345861,-0.010519787
keyword=mental institution,0.019881201,0.032993967,0.027114027
keyword=living statue,-0.004519277,-0.001780611,-0.003503954
keyword=world war two,0.064388637,-0.006174615,0.009454565
keyword=accused of witchcraft,-0.004519277,-0.001780611,-0.003503954
keyword=stage fright,-0.006391824,-0.002518402,-0.004955806
keyword=tyranny,0.041655563,0.105723803,0.071261143
keyword=hole,-0.006391824,-0.002518402,-0.004955806
keyword=ends with historical notes,-0.004519277,-0.001780611,-0.003503954
keyword=evil industrialist,-0.004519277,-0.001780611,-0.003503954
keyword=black and white segues into color,0.026261792,-0.002518402,-0.004955806
keyword=teenage boy,-0.001067512,-0.005911187,-0.002606747
keyword=cattle drive,-0.004519277,-0.001780611,-0.003503954
keyword=prison bus,-0.004519277,-0.001780611,-0.003503954
keyword=computer printer,-0.004519277,-0.001780611,-0.003503954
keyword=teenage girl,0.016873768,-0.008557251,0.001907099
keyword=tv host,-0.004519277,-0.001780611,-0.003503954
keyword=ephebophile,-0.004519277,-0.001780611,-0.003503954
keyword=at work,-0.004519277,-0.001780611,-0.003503954
keyword=bombardier,-0.004519277,-0.001780611,-0.003503954
keyword=temple,-0.006391824,-0.002518402,0.005618571
keyword=winning,-0.004519277,-0.001780611,-0.003503954
keyword=tombstone,-0.004519277,-0.001780611,-0.003503954
keyword=african national congress,-0.004519277,-0.001780611,-0.003503954
keyword=television network,0.041655563,-0.001780611,0.056308124
keyword=broken nose,-0.004519277,-0.001780611,-0.003503954
keyword=burglar,-0.007829091,-0.00308469,-0.00607017
keyword=spinning in grave,-0.004519277,-0.001780611,-0.003503954
keyword=used car salesman,-0.004519277,-0.001780611,-0.003503954
keyword=full moon,-0.004519277,-0.001780611,0.011449065
keyword=sheik,-0.004519277,-0.001780611,-0.003503954
keyword=curtain,-0.004519277,-0.001780611,-0.003503954
keyword=colombian,-0.006391824,-0.002518402,-0.004955806
keyword=limerick,-0.004519277,-0.001780611,-0.003503954
keyword=foreign legion,-0.004519277,-0.001780611,-0.003503954
keyword=aunt,0.010548579,-0.003983068,-0.007838032
keyword=nazism,-0.004519277,-0.001780611,-0.003503954
keyword=modern day adaptation,-0.006391824,-0.002518402,-0.004955806
keyword=golf course,-0.007829091,-0.00308469,-0.00607017
keyword=clique,-0.006391824,-0.002518402,-0.004955806
keyword=country club,-0.009041107,-0.003562229,-0.007009888
